Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
14.84024,S,14.84024,0.3135168,0.02429469,0.6181327,0.004476275,0,43.65819,10.69048,0.07722996,75.33544,99.60059,4.391881,-40.03831585,-40.03483,-0.5283209,331.3585851,330.2446,19.81304,85.32481,86.56665,9366.887,341.5224
14.85024,S,14.85024,0.3131433,0.02437976,0.6181486,0.004491954,0,43.65819,10.66391,0.0773058,75.33544,99.60048,4.391862,-40.01872868,-40.01525,-0.5276484,330.9593987,329.8445,19.80776,85.32014,86.56342,9370.186,341.7205
14.86024,S,14.86024,0.31277,0.02446345,0.6181643,0.004507693,0,43.65819,10.6374,0.07738163,75.33544,99.60037,4.391842,-39.99919152,-39.99572,-0.5269764,330.5603152,329.4445,19.80249,85.31544,86.56017,9373.48,341.9185
14.87024,S,14.87024,0.3123968,0.02455003,0.6181803,0.004523176,0,43.65819,10.61093,0.07745211,75.33544,99.60027,4.391823,-39.97967433,-39.97621,-0.5263019,330.161434,329.0447,19.79723,85.31075,86.55691,9376.771,342.1165
14.88025,S,14.88025,0.3120238,0.02463874,0.6181962,0.004539193,0,43.65819,10.58452,0.07753076,75.33544,99.60016,4.391804,-39.96020724,-39.95675,-0.5256347,329.7627544,328.6451,19.79197,85.30604,86.55365,9380.057,342.3145
14.89025,S,14.89025,0.311651,0.02472476,0.6182123,0.004555605,0,43.65819,10.55815,0.0776151,75.33544,99.60004,4.391783,-39.94077019,-39.93732,-0.5249714,329.3642775,328.2457,19.78672,85.30132,86.55038,9383.339,342.5124
14.90025,S,14.90025,0.3112784,0.02481418,0.6182283,0.004571519,0,43.65819,10.53184,0.07768994,75.33544,99.59994,4.391764,-39.92136309,-39.91792,-0.524303,328.9660029,327.8465,19.78148,85.29659,86.5471,9386.617,342.7102
14.91025,S,14.91025,0.3109059,0.02490019,0.6182443,0.004588062,0,43.65819,10.50557,0.07777444,75.33544,99.59982,4.391743,-39.90200608,-39.89857,-0.5236425,328.5679308,327.4475,19.77625,85.29185,86.54381,9389.892,342.908
14.92025,S,14.92025,0.3105336,0.02498845,0.6182604,0.004603976,0,43.65819,10.47935,0.07784731,75.33544,99.59971,4.391723,-39.88267898,-39.87925,-0.5229746,328.1700604,327.0487,19.77102,85.2871,86.54052,9393.162,343.1057
14.93025,S,14.93025,0.3101616,0.02508063,0.6182764,0.004620303,0,43.65819,10.45318,0.07792611,75.33544,99.5996,4.391703,-39.86338195,-39.85996,-0.5223117,327.7723924,326.6501,19.7658,85.28235,86.53722,9396.429,343.3034
14.94025,S,14.94025,0.3097896,0.02516738,0.6182926,0.004637357,0,43.65819,10.42706,0.07801615,75.33544,99.59948,4.391681,-39.84413504,-39.84072,-0.5216581,327.3749261,326.2517,19.76058,85.27758,86.53391,9399.691,343.501
14.95025,S,14.95025,0.3094178,0.02525855,0.6183087,0.004653408,0,43.65819,10.40099,0.07808825,75.33544,99.59937,4.391662,-39.82490797,-39.8215,-0.520992,326.9776622,325.8535,19.75537,85.27281,86.5306,9402.95,343.6986
14.96025,S,14.96025,0.3090463,0.02534636,0.6183248,0.004670276,0,43.65819,10.37496,0.07817303,75.33544,99.59926,4.391641,-39.80573103,-39.80233,-0.5203362,326.5806009,325.4555,19.75017,85.26802,86.52728,9406.205,343.8961
14.97025,S,14.97025,0.3086748,0.02543652,0.618341,0.00468652,0,43.65819,10.34899,0.07824638,75.33544,99.59914,4.39162,-39.786584,-39.78319,-0.5196729,326.1837414,325.0577,19.74497,85.26322,86.52396,9409.456,344.0936
14.98025,S,14.98025,0.3083036,0.02552393,0.6183571,0.004703203,0,43.65819,10.32307,0.07832604,75.33544,99.59903,4.3916,-39.76746704,-39.76408,-0.5190153,325.7870843,324.6601,19.73978,85.25842,86.52062,9412.703,344.291
14.99025,S,14.99025,0.3079326,0.02561633,0.6183735,0.004719374,0,43.65819,10.29719,0.0783961,75.33544,99.59892,4.39158,-39.74840001,-39.74502,-0.5183514,325.39053,324.2626,19.7346,85.2536,86.51727,9415.945,344.4884
15.00025,S,15.00025,0.3075616,0.02570301,0.6183898,0.004736469,0,43.65819,10.27136,0.07848053,75.33544,99.5988,4.391558,-39.72935312,-39.72598,-0.5176994,324.9942771,323.8654,19.72942,85.24877,86.51393,9419.184,344.6857
15.01025,S,15.01025,0.3071909,0.02579508,0.618406,0.004752506,0,43.65819,10.24558,0.07854634,75.33544,99.59869,4.391539,-39.71034607,-39.70698,-0.5170338,324.5981272,323.4683,19.72425,85.24393,86.51057,9422.418,344.883
15.02025,S,15.02025,0.3068203,0.02589055,0.6184224,0.00476954,0,43.65819,10.21984,0.07862767,75.33544,99.59857,4.391517,-39.69137917,-39.68802,-0.5163806,324.2021796,323.0714,19.71909,85.2391,86.50721,9425.648,345.0802
15.03025,S,15.03025,0.3064499,0.02598207,0.6184387,0.004787205,0,43.65819,10.19416,0.07871831,75.33544,99.59845,4.391495,-39.67244239,-39.66909,-0.5157359,323.8064339,322.6747,19.71393,85.23424,86.50384,9428.875,345.2774
15.04025,S,15.04025,0.3060796,0.02607785,0.6184553,0.004804138,0,43.65819,10.16852,0.07879584,75.33544,99.59834,4.391474,-39.65354548,-39.6502,-0.5150815,323.4108907,322.2782,19.70878,85.22938,86.50046,9432.098,345.4745
15.05025,S,15.05025,0.3057095,0.02617061,0.6184716,0.004821859,0,43.65819,10.14293,0.07888522,75.33544,99.59821,4.391452,-39.6346787,-39.63134,-0.5144374,323.0155501,321.8819,19.70364,85.22449,86.49707,9435.316,345.6715
15.06025,S,15.06025,0.3053396,0.02626555,0.6184881,0.004839023,0,43.65819,10.11739,0.07896444,75.33544,99.5981,4.391431,-39.61585185,-39.61252,-0.513787,322.6204112,321.4858,19.6985,85.21961,86.49368,9438.531,345.8686
15.07025,S,15.07025,0.3049699,0.02635834,0.6185045,0.004856589,0,43.65819,10.0919,0.07904916,75.33544,99.59798,4.391409,-39.59705505,-39.59373,-0.5131403,322.225475,321.0899,19.69337,85.21471,86.49028,9441.742,346.0655
15.08025,S,15.08025,0.3046003,0.0264547,0.6185211,0.004873756,0,43.65819,10.06645,0.07912633,75.33544,99.59786,4.391388,-39.57829819,-39.57498,-0.5124899,321.8307411,320.6942,19.68825,85.20982,86.48688,9444.949,346.2624
15.09025,S,15.09025,0.304231,0.02654865,0.6185377,0.004891585,0,43.65819,10.04105,0.0792131,75.33544,99.59774,4.391366,-39.55958144,-39.55627,-0.5118474,321.4361096,320.2986,19.68313,85.2049,86.48346,9448.152,346.4593
15.10025,S,15.10025,0.3038617,0.02664704,0.6185541,0.004908969,0,43.65819,10.0157,0.07929164,75.33544,99.59762,4.391344,-39.54088463,-39.53758,-0.5111993,321.0416805,319.9032,19.67802,85.19997,86.48003,9451.352,346.6561
15.11025,S,15.11025,0.3034926,0.02674091,0.6185708,0.004927173,0,43.65819,9.990396,0.07938233,75.33544,99.59749,4.391321,-39.52223795,-39.51894,-0.5105621,320.6474533,319.508,19.67291,85.19503,86.4766,9454.547,346.8528
15.12025,S,15.12025,0.3031237,0.02683881,0.6185874,0.004944542,0,43.65819,9.965137,0.07945847,75.33544,99.59737,4.3913,-39.50361113,-39.50032,-0.5099139,320.2534286,319.113,19.66781,85.19009,86.47317,9457.738,347.0496
15.13025,S,15.13025,0.3027549,0.02693441,0.6186042,0.004962657,0,43.65819,9.939925,0.07954553,75.33544,99.59725,4.391278,-39.48502443,-39.48174,-0.5092745,319.8596065,318.7182,19.66272,85.18513,86.46972,9460.926,347.2462
15.14025,S,15.14025,0.3023863,0.02703275,0.6186209,0.004980346,0,43.65819,9.914767,0.07962471,75.33544,99.59713,4.391256,-39.46647767,-39.4632,-0.5086313,319.4659864,318.3236,19.65763,85.18016,86.46627,9464.109,347.4428
15.15025,S,15.15025,0.3020179,0.02712851,0.6186376,0.004998542,0,43.65819,9.889647,0.07971087,75.33544,99.597,4.391232,-39.44796098,-39.44469,-0.5079927,319.0725686,317.9292,19.65255,85.17519,86.46281,9467.289,347.6394
15.16025,S,15.16025,0.3016497,0.02723016,0.6186542,0.00501626,0,43.65819,9.864578,0.07978831,75.33544,99.59688,4.39121,-39.42948424,-39.42622,-0.5073496,318.679254,317.5349,19.64748,85.1702,86.45934,9470.465,347.8359
15.17025,S,15.17025,0.3012816,0.02732792,0.6186709,0.005035069,0,43.65819,9.839558,0.07988203,75.33544,99.59675,4.391187,-39.41103765,-39.40778,-0.5067192,318.2861412,317.1408,19.64241,85.1652,86.45586,9473.637,348.0323
15.18025,S,15.18025,0.3009136,0.02742355,0.6186877,0.005053158,0,43.65819,9.814577,0.07996318,75.33544,99.59663,4.391165,-39.39262096,-39.38937,-0.50608,317.893231,316.7469,19.63735,85.16019,86.45238,9476.804,348.2287
15.19025,S,15.19025,0.3005458,0.02752297,0.6187046,0.005070854,0,43.65819,9.789648,0.08003706,75.33544,99.5965,4.391142,-39.37424421,-39.371,-0.5054365,317.5005234,316.3532,19.6323,85.15517,86.44888,9479.967,348.4251
15.20025,S,15.20025,0.3001782,0.0276194,0.6187217,0.005089249,0,43.65819,9.76477,0.08012093,75.33544,99.59638,4.39112,-39.35589757,-39.35266,-0.5048013,317.1080179,315.9597,19.62725,85.15013,86.44538,9483.126,348.6214
15.21025,S,15.21025,0.2998108,0.02772074,0.6187385,0.005107093,0,43.65819,9.739934,0.08019495,75.33544,99.59626,4.391098,-39.33760085,-39.33437,-0.5041602,316.7156151,315.5663,19.62221,85.14509,86.44188,9486.281,348.8176
15.22025,S,15.22025,0.2994434,0.02781776,0.6187555,0.005125846,0,43.65819,9.715137,0.08028223,75.33544,99.59613,4.391075,-39.31931426,-39.31609,-0.5035284,316.323514,315.1732,19.61717,85.14004,86.43836,9489.433,349.0138
15.23025,S,15.23025,0.2990764,0.0279201,0.6187723,0.005143797,0,43.65819,9.690398,0.08035585,75.33544,99.596,4.391051,-39.30107756,-39.29786,-0.5028888,315.9315158,314.7802,19.61214,85.13497,86.43484,9492.58,349.21
15.24025,S,15.24025,0.2987094,0.02802096,0.6187893,0.005162735,0,43.65819,9.665698,0.08044378,75.33544,99.59587,4.391028,-39.282871,-39.27966,-0.5022591,315.5397204,314.3874,19.60712,85.1299,86.4313,9495.724,349.4061
15.25025,S,15.25025,0.2983426,0.02812408,0.6188064,0.005181399,0,43.65819,9.641048,0.08052631,75.33544,99.59575,4.391006,-39.26469442,-39.26149,-0.5016282,315.1481268,313.9948,19.6021,85.12482,86.42776,9498.863,349.6021
15.26025,S,15.26025,0.297976,0.02822578,0.6188234,0.00520048,0,43.65819,9.616441,0.08061422,75.33544,99.59561,4.390981,-39.24655789,-39.24336,-0.5010008,314.7567358,313.6024,19.59709,85.11972,86.42422,9501.999,349.7981
15.27025,S,15.27025,0.2976095,0.02832646,0.6188404,0.005219299,0,43.65819,9.591885,0.08069692,75.33544,99.59549,4.390959,-39.22845132,-39.22526,-0.5003706,314.3654481,313.2101,19.59209,85.11462,86.42067,9505.131,349.994
15.28025,S,15.28025,0.2972431,0.02842866,0.6188577,0.005237929,0,43.65819,9.56737,0.08077564,75.33544,99.59536,4.390935,-39.21038472,-39.2072,-0.499738,313.9744617,312.8181,19.58709,85.1095,86.41711,9508.259,350.1899
15.29025,S,15.29025,0.296877,0.02853084,0.6188747,0.00525684,0,43.65819,9.542904,0.08085755,75.33544,99.59523,4.390912,-39.19234818,-39.18917,-0.4991094,313.5835785,312.4262,19.5821,85.10437,86.41353,9511.383,350.3858
15.30025,S,15.30025,0.296511,0.02863812,0.618892,0.00527575,0,43.65819,9.518482,0.08093833,75.33544,99.5951,4.390888,-39.17434163,-39.17117,-0.4984806,313.192898,312.0345,19.57712,85.09924,86.40995,9514.503,350.5816
15.31026,S,15.31026,0.2961452,0.02874243,0.6189091,0.005295602,0,43.65819,9.494106,0.08103239,75.33544,99.59496,4.390863,-39.15637522,-39.15321,-0.4978624,312.8023198,311.6429,19.57214,85.09409,86.40636,9517.619,350.7773
15.32026,S,15.32026,0.2957794,0.02884411,0.6189264,0.005314905,0,43.65819,9.469768,0.08111692,75.33544,99.59483,4.390839,-39.13842872,-39.13527,-0.4972374,312.412044,311.2516,19.56717,85.08892,86.40277,9520.731,350.973
15.33026,S,15.33026,0.2954139,0.02895006,0.6189438,0.00533372,0,43.65819,9.445488,0.08119289,75.33544,99.5947,4.390817,-39.12052217,-39.11737,-0.4966073,312.0218705,310.8604,19.5622,85.08375,86.39917,9523.84,351.1687
15.34026,S,15.34026,0.2950486,0.02905454,0.6189609,0.005353327,0,43.65819,9.421243,0.08127977,75.33544,99.59457,4.390792,-39.10265573,-39.09951,-0.4959864,311.6318997,310.4694,19.55724,85.07857,86.39556,9526.944,351.3643
15.35026,S,15.35026,0.2946833,0.02916366,0.6189783,0.005372661,0,43.65819,9.39705,0.08136142,75.33544,99.59443,4.390767,-39.08481924,-39.08168,-0.4953617,311.2421317,310.0786,19.55229,85.07337,86.39194,9530.045,351.5598
15.36026,S,15.36026,0.2943183,0.02926998,0.6189957,0.005392855,0,43.65819,9.372899,0.0814549,75.33544,99.59429,4.390742,-39.06701288,-39.06388,-0.4947471,310.8525656,309.688,19.54734,85.06817,86.38831,9533.142,351.7553
15.37026,S,15.37026,0.2939534,0.02937577,0.619013,0.00541253,0,43.65819,9.348795,0.08153936,75.33544,99.59416,4.390718,-39.04924645,-39.04612,-0.4941267,310.4631027,309.2975,19.5424,85.06295,86.38467,9536.234,351.9507
15.38026,S,15.38026,0.2935887,0.02948643,0.6190304,0.005432106,0,43.65819,9.324738,0.08162123,75.33544,99.59402,4.390694,-39.03151002,-39.02839,-0.4935059,310.0738426,308.9072,19.53747,85.05772,86.38103,9539.323,352.1461
15.39026,S,15.39026,0.2932241,0.02959391,0.6190479,0.005452587,0,43.65819,9.30072,0.0817155,75.33544,99.59389,4.390669,-39.01380369,-39.01069,-0.4928939,309.6847844,308.5171,19.53254,85.05249,86.37738,9542.408,352.3415
15.40026,S,15.40026,0.2928596,0.02969986,0.6190653,0.005472478,0,43.65819,9.276752,0.08179978,75.33544,99.59375,4.390644,-38.9961373,-38.99303,-0.492276,309.2959291,308.1272,19.52762,85.04723,86.37372,9545.489,352.5368
15.41026,S,15.41026,0.2924954,0.02980916,0.6190829,0.005492083,0,43.65819,9.252826,0.08187863,75.33544,99.59361,4.390619,-38.97850086,-38.9754,-0.4916547,308.9072756,307.7375,19.5227,85.04198,86.37005,9548.566,352.7321
15.42026,S,15.42026,0.2921313,0.02991847,0.6191005,0.005512311,0,43.65819,9.22895,0.0819656,75.33544,99.59348,4.390594,-38.96089452,-38.9578,-0.4910404,308.5187255,307.3479,19.51779,85.03671,86.36638,9551.64,352.9272
15.43026,S,15.43026,0.2917674,0.0300265,0.619118,0.005532541,0,43.65819,9.205115,0.08205147,75.33544,99.59334,4.390569,-38.94332817,-38.94024,-0.4904257,308.1303781,306.9585,19.51289,85.03142,86.36269,9554.709,353.1224
15.44026,S,15.44026,0.2914036,0.03013784,0.6191356,0.005552532,0,43.65819,9.18132,0.0821326,75.33544,99.5932,4.390544,-38.92578179,-38.9227,-0.4898087,307.7422327,306.5693,19.50799,85.02612,86.35899,9557.774,353.3175
15.45026,S,15.45026,0.2910399,0.03024796,0.6191532,0.005573138,0,43.65819,9.157576,0.08222172,75.33544,99.59306,4.390518,-38.9082755,-38.9052,-0.4891985,307.3542902,306.1803,19.5031,85.02081,86.35529,9560.836,353.5126
15.46026,S,15.46026,0.2906765,0.03035647,0.6191708,0.005593517,0,43.65819,9.133876,0.08230627,75.33544,99.59292,4.390493,-38.89079918,-38.88773,-0.4885857,306.9664502,305.7914,19.49821,85.0155,86.35159,9563.894,353.7076
15.47026,S,15.47026,0.2903132,0.03047032,0.6191885,0.005613599,0,43.65819,9.110216,0.08238529,75.33544,99.59278,4.390469,-38.87336281,-38.8703,-0.4879691,306.5788128,305.4027,19.49333,85.01017,86.34787,9566.947,353.9025
15.48026,S,15.48026,0.28995,0.03058341,0.6192062,0.00563467,0,43.65819,9.086605,0.08247768,75.33544,99.59264,4.390442,-38.85594658,-38.85289,-0.4873632,306.1913785,305.0142,19.48846,85.00483,86.34414,9569.997,354.0974
15.49026,S,15.49026,0.289587,0.03069431,0.6192239,0.0056556,0,43.65819,9.063037,0.08256677,75.33544,99.59249,4.390416,-38.83858033,-38.83553,-0.4867563,305.8040463,304.6258,19.48359,84.99947,86.3404,9573.043,354.2923
15.50026,S,15.50026,0.2892241,0.03081085,0.6192418,0.005676124,0,43.65819,9.039506,0.0826487,75.33544,99.59235,4.39039,-38.82122403,-38.81818,-0.4861444,305.4169172,304.2376,19.47873,84.99411,86.33665,9576.085,354.4871
15.51026,S,15.51026,0.2888613,0.03092463,0.6192596,0.005697694,0,43.65819,9.016028,0.08274476,75.33544,99.5922,4.390364,-38.80391787,-38.80088,-0.4855447,305.0299902,303.8496,19.47387,84.98873,86.3329,9579.123,354.6819
15.52026,S,15.52026,0.2884988,0.03103779,0.6192774,0.00571875,0,43.65819,8.992588,0.08283211,75.33544,99.59206,4.390337,-38.78663164,-38.7836,-0.4849379,304.6432661,303.4618,19.46902,84.98335,86.32914,9582.157,354.8766
15.53026,S,15.53026,0.2881364,0.03115752,0.6192954,0.005739695,0,43.65819,8.969195,0.08291658,75.33544,99.59191,4.390311,-38.7693954,-38.76637,-0.4843308,304.2566452,303.0741,19.46418,84.97795,86.32537,9585.188,355.0713
15.54026,S,15.54026,0.2877741,0.03127408,0.6193132,0.005761855,0,43.65819,8.945843,0.08301745,75.33544,99.59176,4.390284,-38.75217931,-38.74916,-0.4837361,303.8702263,302.6866,19.45934,84.97254,86.32159,9588.215,355.2659
15.55026,S,15.55026,0.287412,0.03139065,0.6193313,0.005783428,0,43.65819,8.922538,0.0831086,75.33544,99.59161,4.390257,-38.73499315,-38.73198,-0.483135,303.4840105,302.2993,19.45451,84.96712,86.3178,9591.238,355.4604
15.56026,S,15.56026,0.28705,0.03151196,0.6193492,0.005805003,0,43.65819,8.899277,0.08319858,75.33544,99.59146,4.39023,-38.71784699,-38.71484,-0.4825345,303.0978971,301.9121,19.44968,84.96169,86.314,9594.258,355.655
15.57026,S,15.57026,0.2866881,0.03163302,0.6193673,0.005827457,0,43.65819,8.876054,0.08329982,75.33544,99.59131,4.390202,-38.70072095,-38.69772,-0.4819426,302.7119866,301.5251,19.44486,84.95625,86.3102,9597.273,355.8494
15.58026,S,15.58026,0.2863265,0.03175233,0.6193852,0.005849862,0,43.65819,8.852876,0.08339919,75.33544,99.59116,4.390174,-38.68363489,-38.68064,-0.4813499,302.3262791,301.1383,19.44005,84.95078,86.30639,9600.285,356.0439
15.59026,S,15.59026,0.285965,0.03186914,0.6194034,0.005871945,0,43.65819,8.829746,0.08349266,75.33544,99.591,4.390147,-38.6665788,-38.66359,-0.4807537,301.9407737,300.7517,19.43524,84.94531,86.30256,9603.293,356.2382
15.60026,S,15.60026,0.2856037,0.03199403,0.6194214,0.005893564,0,43.65819,8.806656,0.08357829,75.33544,99.59086,4.390121,-38.64956264,-38.64658,-0.4801528,301.5553717,300.3652,19.43044,84.93983,86.29873,9606.297,356.4326
15.61026,S,15.61026,0.2852424,0.03211743,0.6194395,0.005916682,0,43.65819,8.783607,0.08368391,75.33544,99.5907,4.390091,-38.63256668,-38.62959,-0.4795671,301.1701725,299.9789,19.42565,84.93434,86.29488,9609.297,356.6268
15.62026,S,15.62026,0.2848814,0.03223881,0.6194578,0.005939523,0,43.65819,8.760607,0.08378437,75.33544,99.59054,4.390063,-38.61561069,-38.61264,-0.4789793,300.7851756,299.5928,19.42086,84.92884,86.29104,9612.293,356.8211
15.63026,S,15.63026,0.2845205,0.03236122,0.6194758,0.00596199,0,43.65819,8.737648,0.08387821,75.33544,99.59039,4.390035,-38.59867464,-38.59571,-0.4783863,300.4002821,299.2068,19.41608,84.92332,86.28718,9615.285,357.0153
15.64026,S,15.64026,0.2841597,0.03248711,0.6194941,0.005984646,0,43.65819,8.714728,0.08397348,75.33544,99.59023,4.390007,-38.58177861,-38.57882,-0.4777953,300.0155907,298.821,19.4113,84.91779,86.28331,9618.273,357.2094
15.65026,S,15.65026,0.2837991,0.03261306,0.6195124,0.006007948,0,43.65819,8.691854,0.08407652,75.33544,99.59007,4.389978,-38.56491268,-38.56196,-0.4772116,299.6311022,298.4354,19.40653,84.91225,86.27943,9621.258,357.4035
15.66026,S,15.66026,0.2834387,0.03273626,0.6195307,0.006031263,0,43.65819,8.669026,0.08417847,75.33544,99.58991,4.389949,-38.54808674,-38.54514,-0.4766271,299.2468159,298.05,19.40176,84.9067,86.27555,9624.238,357.5975
15.67026,S,15.67026,0.2830784,0.03286012,0.6195491,0.006054066,0,43.65819,8.646243,0.08427195,75.33544,99.58975,4.38992,-38.53129073,-38.52835,-0.4760377,298.862633,297.6647,19.397,84.90114,86.27165,9627.215,357.7915
15.68026,S,15.68026,0.2827183,0.03298219,0.6195675,0.006076993,0,43.65819,8.623497,0.08436587,75.33544,99.5896,4.389893,-38.51451474,-38.51158,-0.4754488,298.4786524,297.2796,19.39224,84.89555,86.26775,9630.188,357.9854
15.69026,S,15.69026,0.2823583,0.03310989,0.6195859,0.006099587,0,43.65819,8.600793,0.08445396,75.33544,99.58944,4.389864,-38.49777871,-38.49485,-0.4748568,298.0948747,296.8947,19.38749,84.88997,86.26384,9633.156,358.1794
15.70026,S,15.70026,0.2819985,0.03323981,0.6196043,0.006123226,0,43.65819,8.578139,0.0845552,75.33544,99.58928,4.389835,-38.4810728,-38.47815,-0.4742748,297.7112006,296.5099,19.38275,84.88437,86.25991,9636.121,358.3732
15.71026,S,15.71026,0.2816388,0.03336664,0.6196227,0.006147275,0,43.65819,8.555518,0.08466074,75.33544,99.58912,4.389806,-38.46439695,-38.46148,-0.4736974,297.3277286,296.1253,19.37801,84.87875,86.25599,9639.082,358.567
15.72026,S,15.72026,0.2812792,0.03349487,0.6196412,0.006170752,0,43.65819,8.532943,0.08475708,75.33544,99.58895,4.389775,-38.44775102,-38.44484,-0.4731132,296.9443601,295.7408,19.37328,84.87312,86.25204,9642.039,358.7608
15.73026,S,15.73026,0.2809198,0.03362334,0.6196597,0.006194489,0,43.65819,8.510406,0.08485569,75.33544,99.58879,4.389746,-38.43113513,-38.42823,-0.4725318,296.5611948,295.3565,19.36856,84.86749,86.24809,9644.992,358.9545
15.74026,S,15.74026,0.2805605,0.03374899,0.6196782,0.00621827,0,43.65819,8.487917,0.08495367,75.33544,99.58863,4.389718,-38.41455924,-38.41166,-0.4719512,296.1782315,294.9724,19.36384,84.86183,86.24413,9647.942,359.1481
15.75027,S,15.75027,0.2802014,0.03388178,0.6196968,0.00624153,0,43.65819,8.46547,0.08504323,75.33544,99.58847,4.389688,-38.39800328,-38.39511,-0.4713643,295.7954715,294.5885,19.35913,84.85616,86.24017,9650.889,359.3417
15.76027,S,15.76027,0.2798424,0.03401343,0.6197153,0.006266112,0,43.65819,8.443064,0.0851494,75.33544,99.5883,4.389658,-38.38148749,-38.3786,-0.4707909,295.4128139,294.2047,19.35442,84.85049,86.23618,9653.831,359.5353
15.77027,S,15.77027,0.2794836,0.03414547,0.6197339,0.006290481,0,43.65819,8.420702,0.08525143,75.33544,99.58813,4.389627,-38.36500168,-38.36212,-0.4702156,295.0303596,293.8211,19.34972,84.8448,86.2322,9656.77,359.7288
15.78027,S,15.78027,0.279125,0.03427521,0.6197528,0.006314925,0,43.65819,8.398382,0.08535309,75.33544,99.58797,4.389597,-38.34853586,-38.34566,-0.4696399,294.6481075,293.4377,19.34502,84.8391,86.22821,9659.704,359.9223
15.79027,S,15.79027,0.2787665,0.03440667,0.6197714,0.006338942,0,43.65819,8.376101,0.08544762,75.33544,99.5878,4.389567,-38.33211999,-38.32925,-0.46906,294.265959,293.0544,19.34033,84.83338,86.2242,9662.635,360.1157
15.80027,S,15.80027,0.2784081,0.0345383,0.6197901,0.006363278,0,43.65819,8.353864,0.08554516,75.33544,99.58763,4.389536,-38.31571417,-38.31285,-0.4684836,293.8840135,292.6713,19.33565,84.82765,86.22018,9665.562,360.3091
15.81027,S,15.81027,0.2780499,0.03466972,0.619809,0.006387644,0,43.65819,8.33167,0.08564176,75.33544,99.58746,4.389506,-38.29935834,-38.2965,-0.467907,293.5021709,292.2883,19.33097,84.82191,86.21616,9668.484,360.5024
15.82027,S,15.82027,0.2776918,0.03480786,0.6198277,0.006411974,0,43.65819,8.309511,0.08573657,75.33544,99.5873,4.389476,-38.2830225,-38.28017,-0.4673293,293.1205312,291.9055,19.3263,84.81615,86.21212,9671.403,360.6957
15.83027,S,15.83027,0.2773339,0.03494425,0.6198467,0.006437547,0,43.65819,8.287403,0.08584668,75.33544,99.58712,4.389444,-38.26671682,-38.26387,-0.4667645,292.739094,291.5229,19.32163,84.81039,86.20808,9674.318,360.889
15.84027,S,15.84027,0.276976,0.03508206,0.6198655,0.006462798,0,43.65819,8.265329,0.08595102,75.33544,99.58695,4.389414,-38.2504411,-38.2476,-0.4661956,292.3577604,291.1404,19.31697,84.80461,86.20403,9677.229,361.0822
15.85027,S,15.85027,0.2766184,0.03521857,0.6198845,0.006488311,0,43.65819,8.243299,0.08605752,75.33544,99.58678,4.389382,-38.2341954,-38.23136,-0.4656287,291.9766289,290.7581,19.31231,84.79882,86.19997,9680.137,361.2753
15.86027,S,15.86027,0.2762609,0.03535695,0.6199033,0.006513581,0,43.65819,8.221313,0.08615943,75.33544,99.5866,4.38935,-38.21798967,-38.21516,-0.4650598,291.5956011,290.3759,19.30766,84.79301,86.19589,9683.04,361.4684
15.87027,S,15.87027,0.2759035,0.03549376,0.6199224,0.006539201,0,43.65819,8.199364,0.08626455,75.33544,99.58643,4.389318,-38.20180398,-38.19898,-0.4644935,291.2147758,289.9939,19.30301,84.78719,86.19181,9685.94,361.6615
15.88027,S,15.88027,0.2755462,0.0356307,0.6199412,0.006564529,0,43.65819,8.177457,0.08636451,75.33544,99.58625,4.389287,-38.18564826,-38.18283,-0.4639246,290.8341536,289.6121,19.29837,84.78136,86.18772,9688.837,361.8545
15.89027,S,15.89027,0.2751892,0.03576929,0.6199604,0.006589881,0,43.65819,8.155591,0.08646332,75.33544,99.58608,4.389256,-38.16952253,-38.16671,-0.4633553,290.4536349,289.2304,19.29374,84.77551,86.18362,9691.729,362.0474
15.90027,S,15.90027,0.2748322,0.03590698,0.6199795,0.00661554,0,43.65819,8.133766,0.08656485,75.33544,99.5859,4.389223,-38.15343685,-38.15063,-0.4627891,290.0733188,288.8489,19.28911,84.76965,86.1795,9694.618,362.2403
15.91027,S,15.91027,0.2744754,0.03604531,0.6199985,0.006641032,0,43.65819,8.111985,0.08666287,75.33544,99.58573,4.389193,-38.13738114,-38.13458,-0.4622209,289.6932059,288.4676,19.28449,84.76378,86.17538,9697.503,362.4332
15.92027,S,15.92027,0.2741188,0.03618317,0.6200176,0.006666641,0,43.65819,8.090244,0.08676099,75.33544,99.58556,4.389161,-38.12134543,-38.11855,-0.4616531,289.3131956,288.0864,19.27987,84.7579,86.17125,9700.384,362.626
15.93027,S,15.93027,0.2737623,0.03632196,0.6200369,0.006692165,0,43.65819,8.068544,0.08685669,75.33544,99.58538,4.389129,-38.10534972,-38.10256,-0.4610847,288.9333888,287.7054,19.27526,84.75199,86.16711,9703.261,362.8188
