Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
4.260003,S,4.260003,0.9486592,0.001869086,0.7261626,0.000331213,2.093939,43.6582,145.3285,0.06610897,75.34203,99.86094,4.437812,-137.7172964,-137.6722,-3.524072,1027.264073,1026.435,33.92839,87.69978,88.1068,2906.302,79.08746
4.270003,S,4.270003,0.9474248,0.001878218,0.7287524,0.000333653,0,43.65819,145.4175,0.06639765,75.33544,99.85504,4.437937,-139.3258443,-139.2796,-3.589418,1025.870756,1025.042,33.8925,87.69867,88.10624,2916.552,79.42656
4.280003,S,4.280003,0.9461755,0.001878033,0.7258761,0.000335589,0,43.65819,144.4121,0.06658489,75.33544,99.84908,4.436857,-138.5848903,-138.539,-3.566133,1024.485442,1023.657,33.85684,87.69755,88.10567,2926.789,79.7653
4.290003,S,4.290003,0.9449334,0.001871473,0.7230163,0.000335861,0,43.65819,143.4165,0.06644171,75.33544,99.84315,4.435785,-137.8512334,-137.8057,-3.542824,1023.107132,1022.279,33.82141,87.69642,88.10509,2937.012,80.1037
4.300004,S,4.300004,0.9436976,0.001858517,0.720171,0.000334989,0,43.65819,142.4299,0.06607408,75.33544,99.83727,4.434721,-137.1240758,-137.0789,-3.519567,1021.735827,1020.908,33.78622,87.69528,88.10453,2947.221,80.44173
4.310004,S,4.310004,0.9424682,0.001838853,0.7173405,0.000332968,0,43.65819,141.4521,0.06548262,75.33544,99.83143,4.433663,-136.4036169,-136.3588,-3.496335,1020.371525,1019.544,33.75126,87.69415,88.10396,2957.416,80.77942
4.320004,S,4.320004,0.9412451,0.001810322,0.7145244,0.000329738,0,43.65819,140.4833,0.06465786,75.33544,99.82563,4.432613,-135.689657,-135.6452,-3.473145,1019.015226,1018.188,33.71653,87.69299,88.10339,2967.598,81.11676
4.330004,S,4.330004,0.9400292,0.001781722,0.7117249,0.000324909,0,43.65819,139.5239,0.06352536,75.33544,99.81987,4.431571,-134.9825945,-134.9385,-3.449933,1017.665932,1016.839,33.68203,87.69185,88.10281,2977.767,81.45375
4.340004,S,4.340004,0.9388196,0.001753029,0.70894,0.000320057,0,43.65819,138.5732,0.06239503,75.33544,99.81414,4.430533,-134.2820354,-134.2383,-3.426931,1016.323641,1015.497,33.64776,87.6907,88.10224,2987.922,81.7904
4.350005,S,4.350005,0.9376164,0.001717743,0.7061698,0.000315177,0,43.65819,137.6312,0.06126615,75.33544,99.80844,4.429502,-133.5877797,-133.5444,-3.40413,1014.988355,1014.162,33.61372,87.68954,88.10167,2998.063,82.1267
4.360005,S,4.360005,0.9364195,0.001691377,0.7034141,0.000309101,0,43.65819,136.6977,0.05991179,75.33544,99.80279,4.428479,-132.8999227,-132.8569,-3.381356,1013.659073,1012.833,33.57991,87.6884,88.10109,3008.192,82.46267
4.370005,S,4.370005,0.935228,0.001664564,0.7006708,0.000304619,0,43.65819,135.7721,0.05887349,75.33544,99.79714,4.427457,-132.2177748,-132.1751,-3.359006,1012.336795,1011.511,33.54632,87.68726,88.10051,3018.307,82.7983
4.380005,S,4.380005,0.9340429,0.001636924,0.6979422,0.000300047,0,43.65819,134.8549,0.05782392,75.33544,99.79153,4.426441,-131.5419298,-131.4996,-3.336839,1011.02152,1010.196,33.51295,87.6861,88.09992,3028.409,83.1336
4.390006,S,4.390006,0.9328641,0.001615476,0.6952282,0.000295316,0,43.65819,133.9462,0.05674996,75.33544,99.78594,4.42543,-130.8722874,-130.8303,-3.314848,1009.713249,1008.888,33.4798,87.68497,88.09934,3038.498,83.46856
4.400006,S,4.400006,0.9316915,0.001602362,0.6925284,0.000291694,0,43.65819,133.0457,0.05589452,75.33544,99.78039,4.424425,-130.2086521,-130.167,-3.293205,1008.410982,1007.586,33.44687,87.68383,88.09876,3048.573,83.80319
4.410006,S,4.410006,0.9305245,0.001594963,0.6898415,0.00028957,0,43.65819,132.1529,0.0553304,75.33544,99.77484,4.423421,-129.550725,-129.5094,-3.271952,1007.115718,1006.291,33.41415,87.6827,88.09818,3058.636,84.1375
4.420006,S,4.420006,0.9293637,0.001588596,0.6871689,0.000288474,0,43.65819,131.2683,0.05496548,75.33544,99.76932,4.422421,-128.898705,-128.8577,-3.251045,1005.826459,1005.002,33.38164,87.68158,88.09759,3068.687,84.47147
4.430007,S,4.430007,0.9282084,0.001587603,0.684509,0.000287562,0,43.65819,130.3911,0.05463761,75.33544,99.76382,4.421425,-128.2523882,-128.2117,-3.230334,1004.544202,1003.72,33.34934,87.68046,88.097,3078.724,84.80513
4.440007,S,4.440007,0.9270594,0.001594072,0.6818635,0.00028762,0,43.65819,129.522,0.05449548,75.33544,99.75835,4.420435,-127.6118778,-127.5715,-3.209945,1003.267949,1002.444,33.31724,87.67934,88.09641,3088.748,85.13847
4.450007,S,4.450007,0.9259157,0.001605068,0.6792303,0.00028903,0,43.65819,128.6603,0.05460978,75.33544,99.75288,4.419446,-126.9768748,-126.9368,-3.189912,1001.998699,1001.175,33.28534,87.67824,88.09583,3098.76,85.47148
4.460007,S,4.460007,0.9247785,0.001616718,0.676635,0.000291261,0,43.65819,127.811,0.05487827,75.33544,99.74745,4.418463,-126.3509792,-126.3112,-3.170284,1000.735352,999.9119,33.25364,87.67713,88.09524,3108.759,85.80418
4.470007,S,4.470007,0.9236465,0.001634521,0.6742139,0.000293609,0,43.65819,126.9993,0.05516715,75.33544,99.74203,4.417483,-125.7527982,-125.7133,-3.151579,999.4780085,998.6548,33.22212,87.67603,88.09465,3118.745,86.13656
4.480008,S,4.480008,0.92252,0.001652272,0.671917,0.000297074,0,43.65819,126.2156,0.05566389,75.33544,99.73665,4.416508,-125.1752315,-125.136,-3.133702,998.2263677,997.4034,33.19078,87.67493,88.09406,3128.719,86.46862
4.490008,S,4.490008,0.9213987,0.001676189,0.6697419,0.00030053,0,43.65819,125.4592,0.05615627,75.33544,99.73128,4.415536,-124.6177753,-124.5788,-3.116489,996.9803296,996.1576,33.15961,87.67384,88.09347,3138.681,86.80037
4.500008,S,4.500008,0.9202822,0.001699992,0.6676865,0.00030511,0,43.65819,124.7294,0.05685532,75.33544,99.72593,4.414568,-124.0800326,-124.0413,-3.10006,995.7396941,994.9172,33.12861,87.67274,88.09288,3148.63,87.13181
4.510008,S,4.510008,0.9191708,0.001724015,0.6657498,0.000309671,0,43.65819,124.0258,0.05754706,75.33544,99.7206,4.413602,-123.5614998,-123.523,-3.084267,994.5041615,993.6819,33.09777,87.67165,88.09229,3158.567,87.46294
4.520009,S,4.520009,0.9180639,0.001747362,0.6639295,0.000314275,0,43.65819,123.3476,0.05824285,75.33544,99.71529,4.412643,-123.0616767,-123.0234,-3.06909,993.2737312,992.4517,33.06708,87.67056,88.09169,3168.492,87.79377
4.530009,S,4.530009,0.9169617,0.001770873,0.6622244,0.000318757,0,43.65819,122.6945,0.05891238,75.33544,99.71001,4.411686,-122.5803624,-122.5423,-3.054499,992.0481032,991.2263,33.03654,87.66946,88.0911,3178.404,88.12429
4.540009,S,4.540009,0.9158637,0.001787405,0.6606325,0.00032327,0,43.65819,122.0658,0.0595841,75.33544,99.70474,4.410733,-122.1170571,-122.0792,-3.040488,990.8271775,990.0056,33.00614,87.66837,88.0905,3188.304,88.45451
4.550009,S,4.550009,0.9147698,0.001803611,0.6591524,0.000326512,0,43.65819,121.461,0.06001811,75.33544,99.69951,4.409786,-121.6713569,-121.6337,-3.026899,989.6106537,988.7893,32.97587,87.66727,88.0899,3198.192,88.78442
4.560009,S,4.560009,0.9136801,0.001820202,0.6577832,0.000329693,0,43.65819,120.8797,0.06043869,75.33544,99.6943,4.408843,-121.2429651,-121.2055,-3.013859,988.3984321,987.5773,32.94573,87.66617,88.08931,3208.068,89.11402
4.57001,S,4.57001,0.9125942,0.001830108,0.656523,0.000332944,0,43.65819,120.3214,0.06086979,75.33544,99.6891,4.407902,-120.831582,-120.7943,-3.001382,987.1902125,986.3693,32.91571,87.66506,88.08871,3217.932,89.44333
4.58001,S,4.58001,0.9115117,0.001833968,0.6553705,0.000334972,0,43.65819,119.7855,0.06107528,75.33544,99.68393,4.406966,-120.4367032,-120.3996,-2.989282,985.9859951,985.1653,32.88582,87.66395,88.08812,3227.783,89.77234
4.59001,S,4.59001,0.910433,0.001838083,0.654325,0.00033589,0,43.65819,119.2718,0.06107786,75.33544,99.67878,4.406034,-120.0581294,-120.0212,-2.977579,984.7855796,983.9651,32.85604,87.66283,88.08752,3237.623,90.10105
4.60001,S,4.60001,0.9093575,0.001836413,0.6533849,0.000336853,0,43.65819,118.7798,0.06108819,75.33544,99.67365,4.405106,-119.6954635,-119.6587,-2.966396,983.5887663,982.7685,32.82638,87.66171,88.08692,3247.45,90.42947
4.610011,S,4.610011,0.9082853,0.001835404,0.6525494,0.000336751,0,43.65819,118.309,0.06090588,75.33544,99.66854,4.404181,-119.3486024,-119.312,-2.955597,982.3954548,981.5754,32.79683,87.66059,88.08632,3257.266,90.75758
4.620011,S,4.620011,0.9072162,0.001828284,0.6518175,0.000336767,0,43.65819,117.8592,0.06074546,75.33544,99.66344,4.403258,-119.0170496,-118.9806,-2.945322,981.2054451,980.3856,32.76738,87.65947,88.08572,3267.07,91.0854
4.630011,S,4.630011,0.90615,0.001822236,0.651188,0.000335656,0,43.65819,117.4299,0.06038316,75.33544,99.65838,4.402341,-118.7006009,-118.6643,-2.935396,980.0186372,979.199,32.73803,87.65834,88.08512,3276.862,91.41293
4.640011,S,4.640011,0.9050868,0.0018171,0.6506604,0.000334738,0,43.65819,117.0207,0.06005694,75.33544,99.65331,4.401424,-118.3991604,-118.363,-2.925988,978.834731,978.0153,32.70877,87.65721,88.08451,3286.642,91.74017
4.650012,S,4.650012,0.904026,0.001806253,0.6502334,0.000333982,0,43.65819,116.6315,0.05976133,75.33544,99.64827,4.400512,-118.1123282,-118.0763,-2.917095,977.6537263,976.8345,32.6796,87.65608,88.08391,3296.411,92.06711
4.660012,S,4.660012,0.9029679,0.00179622,0.6499066,0.000332171,0,43.65819,116.2617,0.05927878,75.33544,99.64323,4.399601,-117.8397997,-117.8039,-2.908528,976.475423,975.6564,32.65051,87.65495,88.0833,3306.167,92.39376
4.670012,S,4.670012,0.901912,0.00178796,0.649679,0.000330504,0,43.65819,115.911,0.0588242,75.33544,99.63822,4.398693,-117.5813792,-117.5456,-2.900458,975.2997217,974.4809,32.62151,87.65381,88.0827,3315.912,92.72012
4.680012,S,4.680012,0.9008585,0.001780418,0.6495501,0.000329158,0,43.65819,115.5794,0.05842872,75.33544,99.63321,4.397786,-117.336967,-117.3013,-2.892895,974.1265214,973.3079,32.59258,87.65268,88.08208,3325.645,93.0462
4.690012,S,4.690012,0.8998072,0.00177411,0.6494918,0.000327909,0,43.65819,115.2614,0.05805229,75.33544,99.62913,4.397047,-117.1026603,-117.0671,-2.885678,972.9557225,972.1373,32.56372,87.65154,88.08147,3335.367,93.37198
4.700013,S,4.700013,0.898758,0.001769254,0.6493518,0.000326752,0,43.65819,114.9302,0.05769365,75.33544,99.62914,4.397048,-116.8585486,-116.8231,-2.878141,971.7873251,970.9691,32.53494,87.65041,88.08087,3345.076,93.69747
4.710013,S,4.710013,0.8977109,0.001765624,0.6492124,0.000325862,0,43.65819,114.6002,0.05738376,75.33544,99.62914,4.39705,-116.6154383,-116.5801,-2.870667,970.621329,969.8033,32.50623,87.64928,88.08025,3354.774,94.02267
4.720013,S,4.720013,0.8966659,0.001763517,0.6490729,0.000325197,0,43.65819,114.2715,0.05711486,75.33544,99.62914,4.39705,-116.3731293,-116.3379,-2.863258,969.4577345,968.6399,32.4776,87.64814,88.07964,3364.461,94.3476
4.730013,S,4.730013,0.895623,0.001769233,0.6489339,0.000324813,0,43.65819,113.944,0.0568963,75.33544,99.62915,4.397051,-116.1318214,-116.0967,-2.855903,968.2965412,967.4789,32.44904,87.64702,88.07903,3374.135,94.67223
4.740014,S,4.740014,0.8945822,0.001776014,0.6487951,0.000325871,0,43.65819,113.6178,0.05693032,75.33544,99.62914,4.39705,-115.8913186,-115.8563,-2.848768,967.1377493,966.3203,32.42055,87.64589,88.07841,3383.799,94.99657
4.750014,S,4.750014,0.8935435,0.00178423,0.6486567,0.000327124,0,43.65819,113.2928,0.05699812,75.33544,99.62913,4.397047,-115.6519168,-115.617,-2.841686,965.9813588,965.1641,32.39214,87.64476,88.0778,3393.45,95.32064
4.760014,S,4.760014,0.892507,0.001792972,0.6485184,0.000328642,0,43.65819,112.9691,0.0571112,75.33544,99.62912,4.397046,-115.4133163,-115.3785,-2.834662,964.8273692,964.0103,32.36379,87.64364,88.07719,3403.09,95.64442
4.770014,S,4.770014,0.8914725,0.001802913,0.6483805,0.000330256,0,43.65819,112.6465,0.05724025,75.33544,99.62911,4.397044,-115.1756163,-115.1409,-2.827675,963.6757809,962.8589,32.33551,87.64251,88.07657,3412.719,95.96791
4.780015,S,4.780015,0.8904401,0.001813973,0.6482428,0.000332092,0,43.65819,112.3253,0.05740654,75.33544,99.6291,4.397042,-114.9388177,-114.9042,-2.820751,962.5264939,961.7098,32.3073,87.64138,88.07595,3422.336,96.29112
4.790015,S,4.790015,0.8894098,0.001825847,0.6481056,0.000334134,0,43.65819,112.0052,0.0576072,75.33544,99.62908,4.397039,-114.7030197,-114.6685,-2.813867,961.379608,960.5631,32.27916,87.64025,88.07533,3431.942,96.61405
4.800015,S,4.800015,0.8883815,0.001838907,0.6479684,0.000336325,0,43.65819,111.6863,0.05783238,75.33544,99.62907,4.397036,-114.4679229,-114.4335,-2.807035,960.2351235,959.4188,32.25109,87.63913,88.07471,3441.536,96.93671
4.810015,S,4.810015,0.8873554,0.001852922,0.6478316,0.000338736,0,43.65819,111.3687,0.05809356,75.33544,99.62905,4.397033,-114.2339268,-114.1996,-2.800247,959.0930401,958.2769,32.22309,87.638,88.0741,3451.119,97.25908
4.820015,S,4.820015,0.8863314,0.001868036,0.647695,0.000341322,0,43.65819,111.0522,0.05838319,75.33544,99.62904,4.39703,-114.0007317,-113.9665,-2.793513,957.953258,957.1373,32.19516,87.63687,88.07347,3460.69,97.58117
4.830016,S,4.830016,0.8853093,0.001877109,0.6475588,0.000344111,0,43.65819,110.737,0.0587056,75.33544,99.62901,4.397027,-113.7683377,-113.7342,-2.786828,956.8157769,956,32.16729,87.63574,88.07285,3470.25,97.90298
4.840016,S,4.840016,0.8842895,0.001887273,0.6474228,0.000345787,0,43.65819,110.4229,0.05883667,75.33544,99.62901,4.397025,-113.5369405,-113.5029,-2.780025,955.680597,954.865,32.13949,87.63461,88.07223,3479.799,98.22452
4.850016,S,4.850016,0.8832715,0.001899054,0.6472872,0.000347663,0,43.65819,110.1101,0.05900089,75.33544,99.62899,4.397022,-113.3063442,-113.2724,-2.773273,954.5476186,953.7322,32.11176,87.63347,88.0716,3489.336,98.54578
4.860016,S,4.860016,0.8822554,0.001905088,0.6471516,0.000349838,0,43.65819,109.7983,0.05921442,75.33544,99.62897,4.397019,-113.0765495,-113.0427,-2.766589,953.4169414,952.6017,32.0841,87.63233,88.07098,3498.862,98.86675
4.870017,S,4.870017,0.8812414,0.00191159,0.6470164,0.000350954,0,43.65819,109.4877,0.05924779,75.33544,99.62897,4.397018,-112.8476515,-112.8139,-2.759785,952.2886651,951.4736,32.0565,87.63119,88.07035,3508.377,99.18745
4.880017,S,4.880017,0.8802295,0.001919316,0.6468816,0.000352157,0,43.65819,109.1784,0.05929528,75.33544,99.62896,4.397017,-112.6197544,-112.5861,-2.753029,951.1625902,950.3477,32.02897,87.63005,88.06973,3517.88,99.50788
4.890017,S,4.890017,0.8792197,0.001921662,0.6467471,0.000353585,0,43.65819,108.8701,0.05938011,75.33544,99.62895,4.397016,-112.3925581,-112.359,-2.746312,950.0388166,949.2241,32.00151,87.6289,88.0691,3527.373,99.82803
4.900017,S,4.900017,0.8782116,0.001925111,0.6466126,0.000354021,0,43.65819,108.563,0.05929817,75.33544,99.62894,4.397014,-112.1662593,-112.1328,-2.739505,948.9173443,948.1028,31.97412,87.62775,88.06847,3536.854,100.1479
4.910017,S,4.910017,0.8772057,0.001929427,0.6464785,0.000354661,0,43.65819,108.2571,0.05925037,75.33544,99.62894,4.397014,-111.9407615,-111.9074,-2.732748,947.798073,946.9837,31.94679,87.62661,88.06785,3546.323,100.4675
4.920018,S,4.920018,0.8762017,0.00192812,0.6463447,0.000355461,0,43.65819,107.9523,0.05922915,75.33544,99.62894,4.397013,-111.7161645,-111.6829,-2.726033,946.681103,945.8669,31.91953,87.62545,88.06721,3555.782,100.7868
4.930018,S,4.930018,0.8751997,0.001928019,0.6462111,0.000355225,0,43.65819,107.6486,0.0590356,75.33544,99.62894,4.397013,-111.4923649,-111.4592,-2.719223,945.5663343,944.7523,31.89234,87.6243,88.06658,3565.229,101.1059
4.940018,S,4.940018,0.8741997,0.001929233,0.6460777,0.000355211,0,43.65819,107.3461,0.05887959,75.33544,99.62894,4.397013,-111.2694662,-111.2364,-2.712456,944.4538669,943.64,31.86522,87.62315,88.06595,3574.666,101.4247
4.950018,S,4.950018,0.8732017,0.001924812,0.6459447,0.000355439,0,43.65819,107.0447,0.05876419,75.33544,99.62894,4.397013,-111.0473687,-111.0144,-2.705751,943.3435007,942.5298,31.83816,87.62199,88.06532,3584.091,101.7432
4.960019,S,4.960019,0.8722054,0.001921545,0.645812,0.000354629,0,43.65819,106.7444,0.0584779,75.33544,99.62894,4.397014,-110.8259683,-110.7931,-2.698932,942.2354358,941.4219,31.81117,87.62082,88.06468,3593.505,102.0615
4.970019,S,4.970019,0.8712113,0.001919467,0.6456794,0.000354031,0,43.65819,106.4452,0.05822784,75.33544,99.62894,4.397014,-110.605569,-110.5728,-2.692174,941.1295722,940.3162,31.78425,87.61966,88.06405,3602.908,102.3794
4.980019,S,4.980019,0.8702191,0.001918302,0.645547,0.000353653,0,43.65819,106.1471,0.05801472,75.33544,99.62895,4.397016,-110.3858708,-110.3532,-2.685464,940.0259096,939.2127,31.75739,87.6185,88.06341,3612.301,102.6971
4.990019,S,4.990019,0.8692288,0.001918705,0.6454151,0.000353443,0,43.65819,105.8501,0.05782993,75.33544,99.62895,4.397016,-110.1669734,-110.1344,-2.678798,938.9244485,938.1114,31.7306,87.61734,88.06277,3621.682,103.0146
5.00002,S,5.00002,0.8682404,0.001920594,0.6452833,0.000353521,0,43.65819,105.5543,0.057693,75.33544,99.62895,4.397016,-109.9489774,-109.9165,-2.6722,937.8250888,937.0122,31.70388,87.61618,88.06213,3631.052,103.3317
5.01002,S,5.01002,0.8672539,0.00192323,0.6451517,0.000353874,0,43.65819,105.2594,0.05760108,75.33544,99.62894,4.397014,-109.7316823,-109.6993,-2.665647,936.72793,935.9152,31.67722,87.61501,88.06149,3640.411,103.6487
5.02002,S,5.02002,0.8662693,0.001927578,0.6450205,0.000354364,0,43.65819,104.9657,0.0575317,75.33544,99.62894,4.397014,-109.5151881,-109.4829,-2.659142,935.6329727,934.8204,31.65063,87.61385,88.06085,3649.759,103.9653
5.03002,S,5.03002,0.8652866,0.001932547,0.6448896,0.000355169,0,43.65819,104.6731,0.05751354,75.33544,99.62894,4.397013,-109.2995952,-109.2674,-2.652699,934.5401164,933.7277,31.6241,87.61269,88.06021,3659.096,104.2817
5.04002,S,5.04002,0.8643057,0.001932275,0.6447588,0.00035609,0,43.65819,104.3815,0.05751369,75.33544,99.62893,4.397011,-109.0847029,-109.0526,-2.646289,933.4494615,932.6372,31.59764,87.61153,88.05956,3668.423,104.5978
5.050021,S,5.050021,0.8633269,0.001933004,0.6446283,0.000356044,0,43.65819,104.091,0.05735796,75.33544,99.62893,4.397011,-108.8706082,-108.8386,-2.639786,932.3609077,931.5488,31.57124,87.61036,88.05892,3677.738,104.9136
5.060021,S,5.060021,0.8623499,0.001935317,0.6444981,0.000356183,0,43.65819,103.8016,0.05723243,75.33544,99.62893,4.397011,-108.6573142,-108.6254,-2.633327,931.2745553,930.4626,31.54491,87.60919,88.05828,3687.043,105.2292
5.070021,S,5.070021,0.8613748,0.001938506,0.6443679,0.000356613,0,43.65819,103.5132,0.05715406,75.33544,99.62893,4.397011,-108.4448215,-108.413,-2.626925,930.190304,929.3785,31.51864,87.60802,88.05763,3696.336,105.5445
5.080021,S,5.080021,0.8604016,0.001943468,0.6442384,0.000357205,0,43.65819,103.2259,0.05710162,75.33544,99.62892,4.39701,-108.2331297,-108.2014,-2.620574,929.1080542,928.2964,31.49244,87.60686,88.05698,3705.619,105.8596
5.090022,S,5.090022,0.85943,0.001949259,0.6441089,0.000358124,0,43.65819,102.9396,0.05710132,75.33544,99.62892,4.39701,-108.0221392,-107.9905,-2.61428,928.0280053,927.2165,31.4663,87.60569,88.05634,3714.892,106.1744
5.100022,S,5.100022,0.8584604,0.001956189,0.6439795,0.000359196,0,43.65819,102.6543,0.05712502,75.33544,99.62891,4.397008,-107.8118491,-107.7803,-2.608016,926.9500576,926.1387,31.44022,87.60452,88.05569,3724.153,106.4889
5.110022,S,5.110022,0.8574927,0.001963978,0.6438506,0.000360477,0,43.65819,102.3701,0.0571817,75.33544,99.6289,4.397006,-107.6024602,-107.571,-2.601809,925.8742109,925.063,31.4142,87.60335,88.05504,3733.404,106.8032
5.120022,S,5.120022,0.8565268,0.001972897,0.6437218,0.000361917,0,43.65819,102.0869,0.05726284,75.33544,99.62889,4.397004,-107.3937723,-107.3624,-2.595649,924.8004653,923.9894,31.38824,87.60218,88.05439,3742.644,107.1172
5.130023,S,5.130023,0.8555627,0.001982983,0.6435933,0.000363565,0,43.65819,101.8048,0.05737618,75.33544,99.62888,4.397003,-107.185785,-107.1545,-2.589525,923.7287209,922.9178,31.36234,87.60101,88.05374,3751.873,107.4309
5.140023,S,5.140023,0.8546005,0.001994505,0.6434652,0.000365428,0,43.65819,101.5237,0.05752251,75.33544,99.62887,4.397,-106.9785986,-106.9474,-2.583445,922.6590778,921.8483,31.33651,87.59985,88.05309,3761.092,107.7444
5.150023,S,5.150023,0.85364,0.002000476,0.643337,0.000367556,0,43.65819,101.2435,0.05770944,75.33544,99.62885,4.396997,-106.7722134,-106.7411,-2.577425,921.5915359,920.7809,31.31074,87.59867,88.05244,3770.299,108.0577
5.160023,S,5.160023,0.8526814,0.002007562,0.6432093,0.000368661,0,43.65819,100.9644,0.05773493,75.33544,99.62885,4.396996,-106.5665254,-106.5355,-2.571299,920.5259951,919.7155,31.28503,87.5975,88.05178,3779.497,108.3706
5.170023,S,5.170023,0.8517246,0.00201564,0.6430817,0.000369972,0,43.65819,100.6863,0.0577921,75.33544,99.62884,4.396995,-106.3615385,-106.3306,-2.565224,919.4625554,918.6522,31.25938,87.59632,88.05112,3788.683,108.6834
5.180024,S,5.180024,0.8507696,0.002025026,0.6429544,0.000371465,0,43.65819,100.4092,0.05787726,75.33544,99.62882,4.396992,-106.1573524,-106.1265,-2.559191,918.4011168,917.5909,31.23379,87.59515,88.05047,3797.859,108.9958
5.190024,S,5.190024,0.8498163,0.002028526,0.6428275,0.000373199,0,43.65819,100.1331,0.05799915,75.33544,99.62881,4.39699,-105.9538672,-105.9231,-2.553205,917.3417793,916.5317,31.20826,87.59396,88.04981,3807.024,109.308
5.200024,S,5.200024,0.848865,0.002033284,0.6427006,0.000373849,0,43.65819,99.85798,0.05795198,75.33544,99.62881,4.396989,-105.7510793,-105.7204,-2.547114,916.2844429,915.4745,31.18279,87.59278,88.04915,3816.179,109.62
5.210024,S,5.210024,0.8479152,0.00203906,0.642574,0.00037473,0,43.65819,99.58387,0.05794069,75.33544,99.62881,4.396989,-105.5490925,-105.5185,-2.541079,915.2291076,914.4193,31.15738,87.59161,88.04849,3825.323,109.9317
5.220025,S,5.220025,0.8469674,0.002046367,0.6424477,0.000375799,0,43.65819,99.31071,0.05795807,75.33544,99.6288,4.396988,-105.3478063,-105.3173,-2.535076,914.1757736,913.3661,31.13203,87.59042,88.04783,3834.457,110.2431
5.230025,S,5.230025,0.8460213,0.002047973,0.6423215,0.000377151,0,43.65819,99.03854,0.05801858,75.33544,99.62878,4.396985,-105.1472214,-105.1168,-2.529134,913.1244407,912.3149,31.10674,87.58923,88.04717,3843.58,110.5543
5.240025,S,5.240025,0.8450769,0.002050705,0.6421956,0.000377451,0,43.65819,98.76733,0.05791728,75.33544,99.62878,4.396985,-104.9473339,-104.917,-2.523092,912.0751089,911.2657,31.08151,87.58804,88.04651,3852.693,110.8653
5.250025,S,5.250025,0.8441343,0.002054558,0.6420699,0.000377959,0,43.65819,98.49708,0.05784794,75.33544,99.62878,4.396985,-104.7482471,-104.718,-2.517092,911.0277782,910.2185,31.05634,87.58685,88.04585,3861.795,111.176
5.260026,S,5.260026,0.8431934,0.00205993,0.6419446,0.000378674,0,43.65819,98.22782,0.05781028,75.33544,99.62878,4.396984,-104.5497613,-104.5196,-2.511137,909.9824488,909.1733,31.03123,87.58567,88.04518,3870.887,111.4864
5.270026,S,5.270026,0.8422543,0.002066134,0.6418195,0.000379669,0,43.65819,97.95953,0.05781521,75.33544,99.62877,4.396982,-104.3520765,-104.322,-2.505233,908.9391204,908.1301,31.00618,87.58448,88.04452,3879.968,111.7966
5.280026,S,5.280026,0.8413169,0.0020669,0.6416945,0.000380817,0,43.65819,97.69219,0.05784312,75.33544,99.62876,4.396981,-104.1549924,-104.125,-2.499365,907.8977932,907.0889,30.98119,87.58328,88.04385,3889.039,112.1065
5.290026,S,5.290026,0.8403813,0.002068495,0.6415699,0.000380962,0,43.65819,97.42575,0.05771875,75.33544,99.62876,4.396981,-103.9587061,-103.9288,-2.493411,906.8583668,906.0496,30.95625,87.58208,88.04318,3898.099,112.4162
5.300026,S,5.300026,0.8394474,0.002071313,0.6414453,0.000381261,0,43.65819,97.16031,0.05761788,75.33544,99.62876,4.396981,-103.7631204,-103.7333,-2.487495,905.8209416,905.0123,30.93137,87.58089,88.04252,3907.149,112.7257
5.310027,S,5.310027,0.8385152,0.002075554,0.641321,0.000381785,0,43.65819,96.89578,0.05755121,75.33544,99.62875,4.396979,-103.5681355,-103.5384,-2.481614,904.7854176,903.9769,30.90655,87.5797,88.04185,3916.189,113.0349
5.320027,S,5.320027,0.8375848,0.002074344,0.6411971,0.000382571,0,43.65819,96.63219,0.05752408,75.33544,99.62875,4.396978,-103.3738517,-103.3442,-2.47579,903.7518947,902.9435,30.88179,87.5785,88.04118,3925.219,113.3438
5.330027,S,5.330027,0.836656,0.002074389,0.6410734,0.000382353,0,43.65819,96.36954,0.05734612,75.33544,99.62875,4.396979,-103.1803655,-103.1508,-2.469874,902.7202731,901.912,30.85709,87.57729,88.0405,3934.238,113.6525
5.340027,S,5.340027,0.8357289,0.002075971,0.6409497,0.000382365,0,43.65819,96.1078,0.0572034,75.33544,99.62875,4.396979,-102.9873804,-102.9579,-2.464011,901.6905528,900.8824,30.83245,87.57609,88.03983,3943.247,113.9609
5.350028,S,5.350028,0.8348035,0.002078965,0.6408264,0.000382661,0,43.65819,95.84702,0.05710343,75.33544,99.62875,4.396978,-102.7952961,-102.7659,-2.45819,900.6627336,899.8547,30.80787,87.57489,88.03915,3952.245,114.2691
5.360028,S,5.360028,0.8338798,0.002083205,0.6407033,0.000383218,0,43.65819,95.58711,0.05704245,75.33544,99.62875,4.396978,-102.603713,-102.5744,-2.452425,899.6368157,898.8289,30.78335,87.57368,88.03848,3961.233,114.5771
